,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count
241,"As the Management of PT Erajaya Swasembada Tbk. (""Company"") kindly allow us to convey the Company's Management Report for the fiscal year of 2017.",management report,none,neutral,outcome,1
242,"As the business evolving, Erajaya Group entered into strategic partnership with 14 well-known global brands, including Acer, Apple, Asus, BlackBerry, Dell, HTC, Huawei, Lenovo, LG, Motorola, Nokia, Samsung, Sony, and Xiaomi.",strategic partnerships,e-s,positive,outcome,1
243,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report when we likewise are planning to conduct a thorough stakeholder analysis.",double materiality assessment,e-s-g,neutral,action,1
244,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report when we likewise are planning to conduct a thorough stakeholder analysis.",materiality assessment,s,neutral,action,1
245,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report.",double materiality analysis,none,neutral,action,1
246,"As we face intensifying climate events that pose increasing risks to businesses worldwide, this report showcases the progress we have made in strengthening our sustainability practices across environmental, social, and governance (""ESG"") priorities and in enhancing our organizational resilience.",climate resilience,e,positive,outcome,1
247,"As we publish this year's report, we are concurrently conducting research and analysis for next year's report, with which we will make even greater strides forward.",continuous improvement,g,positive,action,1
248,"Asia Pacific Enterpreneurship Award 2015 - Budiarto Halim, Outstanding Category.",awards,,positive,outcome,1
249,"Asia Pacific Entrepreneurship Award 2015 - Budiarto Halim, Outstanding Category",entrepreneurship recognition,e-s-g,positive,outcome,1
250,"Asia Pacific Entrepreneurship Award 2015 - Budiarto Halim, Outstanding Category.",entrepreneurship award,none,positive,outcome,1
251,Asiamoney Corporate Governance Poll 2012: The 4th Best for Shareholder's Rights and Equitable Treatment,shareholder rights protection,e-s-g,positive,outcome,1
252,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment",shareholder rights,s,positive,outcome,1
253,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",corporate governance,g,positive,outcome,2
254,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",governance recognition,,positive,outcome,1
255,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",shareholder rights,e-s,positive,outcome,1
256,"Aside from these facts, the Central Statistical Bureau (BPS) reported a stable purchasing power rate of Indonesian society throughout 2017, whereby it reached 4.97% by 4th quarter of 2017 from 4.95% during the 1st quarter of 2017.",purchasing power rate,s,positive,outcome,1
257,"Aspirasi kami dalam penerapan energi hijau dan berkelanjutan diterjemahkan ke dalam pilar transisi energi, yaitu meningkatkan kilang PERTAMINA untuk menghasilkan bahan bakar ramah lingkungan, pengembangan lebih lanjut bioenergi dalam bentuk biomassa dan bioetanol, mengoptimalkan potensi dan meningkatkan kapasitas panas bumi terpasang serta komersialisasi hidrogen.",energy transition initiatives,,positive,commitment,1
258,"Aspirasi kami dalam penerapan energi hijau dan berkelanjutan diterjemahkan ke dalam pilar transisi energi, yaitu meningkatkan kilang PERTAMINA untuk menghasilkan bahan bakar ramah lingkungan, pengembangan lebih lanjut bioenergi dalam bentuk biomassa dan bioetanol, mengoptimalkan potensi dan meningkatkan kapasitas panas bumi terpasang serta komersialisasi hidrogen.",renewable energy development,g,positive,commitment,2
259,Assistance for Trash Bin and Cleaning Vehicle in Rest Area,waste management,g,positive,action,1
260,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",ai integration,none,positive,outcome,1
261,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",artificial intelligence,,neutral,action,1
262,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",responsible use of ai,e,positive,commitment,1
263,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",community engagement,g,positive,commitment,1
264,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",future impact,g,positive,commitment,1
265,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",sustainability leadership,s,positive,commitment,1
266,"At domestic level, Indonesia has managed to achieve a 5.07% for its economic growth, slightly higher than the previous year's growth at the level of 5.02%.",domestic economic growth,s,positive,outcome,1
267,"At domestic level, Indonesia has managed to achieve a 5.07% for its economic growth, slightly higher than the previous year's growth at the level of 5.02%.",economic growth,e,positive,outcome,1
268,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",biomass energy usage,e-s-g,positive,outcome,3
269,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",biomass energy utilization,s,positive,outcome,2
270,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy,e,positive,outcome,1
271,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage,s,positive,outcome,2
272,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage in agribusiness,none,positive,outcome,1
273,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage in agribusiness mills,none,positive,outcome,2
274,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water conservation,e-s,positive,action,3
275,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water conservation initiatives,e,positive,action,1
276,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water efficiency,,positive,action,1
277,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water efficiency improvement,s,positive,action,1
278,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water reuse and conservation,e,positive,action,2
279,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water conservation initiatives,e-s-g,positive,action,1
280,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water efficiency,s,positive,action,1
281,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water re-use and reverse osmosis,e,positive,action,1
282,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water reuse and sea water repurposing,e-s-g,positive,action,1
