,aspect,count
4422,kebijakan dan evaluasi K3,1
4423,identifikasi bahaya,1
4424,pengesahan dan pembaruan penilaian risiko,1
4425,rambu-rambu keselamatan,1
4426,prosedur dan pelindung diri,1
4427,asset quality,1
4428,occupational health and safety system coverage,1
4429,flagship species conservation,1
4430,training methodology,1
4431,health awareness programs,1
4432,OSH Management System auditing,1
4433,certification maintenance,1
4434,Contractor safety compliance,1
4435,digitalization of safety evaluations,1
4436,document management for CSMS,1
4437,SHE performance commitments,1
4438,SHE procedure development,1
4439,public safety awareness,1
4440,emergency response systems,1
4441,national security measures,1
4442,employee innovation,1
4443,workplace conditions,1
4444,geothermal technology expertise,1
4445,reservoir simulation design,1
4446,employee knowledge sharing,1
4447,renewable energy education,1
4448,machine learning application,1
4449,geothermal technology innovation,1
4450,academic standards,1
4451,Training programs for fresh graduates,1
4452,Technical skills development for graduates,1
4453,Financial and strategic skill development,1
4454,Program participation rates,1
4455,Internship programs for student development,1
4456,functional safety,1
4457,operational training,1
4458,energy auditing,1
4459,gas hazard management,1
4460,workforce certification,1
4461,health promotion activities,1
4462,employee medical records confidentiality,1
4463,Occupational Health Monitoring,1
4464,Health Risk Mitigation,1
4465,endemic wildlife conservation,1
4466,biodiversity reforestation,1
4467,invertebrate conservation,1
4468,wildlife monitoring,1
4469,steam reserve decline rate,1
4470,electricity generation energy consumption,1
4471,oil waste,1
4472,expired chemical waste,1
4473,non-hazardous waste recycling,1
4474,water preservation,1
4475,water resource use,1
4476,effluent management,1
4477,domestic water use,1
4478,wastewater treatment,1
4479,effluent reduction,1
4480,effluent generation,1
4481,wastewater reduction,1
4482,cooling water reuse,1
4483,accidents,1
4484,HIV-AIDS,1
4485,COVID-19,1
4486,Community Engagement and Participation,1
4487,Employee Training and Development,1
4488,Occupational Health and Safety (OSH),1
4489,Workforce Safety Training,1
4490,Policy Governance,1
4491,Hazard Management Training,1
4492,Health Services Access,1
4493,Employee Health Insurance,1
4494,employee innovation and creativity,1
4495,social security insurance,1
4496,prevention of occupational health and safety impacts,1
4497,coffee residue utilization,1
4498,Eco-Tourism Development,1
4499,Entrepreneurship Program,1
4500,Entrepreneurship Training,1
4501,Economic Impact,1
4502,Energy Access,1
4503,Forest Restoration,1
4504,Conservation-Based Economic Empowerment,1
4505,Social Impact Measurement,1
4506,income,1
4507,business registration,1
4508,tourism infrastructure,1
4509,business revenue,1
4510,waste management education,1
4511,waste bank establishment,1
4512,organic waste management with BSF larvae,1
4513,overtime allowance,1
4514,organic waste to fertilizer conversion,1
4515,waste management quantity,1
4516,tree planting with stakeholder engagement,1
4517,community empowerment programs,1
4518,community satisfaction surveys,1
4519,community satisfaction,1
4520,reporting practice,1
4521,reporting assurance,1
4522,commitment to equality,1
4523,whistleblower mechanisms,1
4524,occupational health and safety management system,1
4525,worker participation in occupational health and safety,1
4526,worker training,1
4527,worker health promotion,1
4528,Beekeeping Empowerment,1
4529,Mushroom Farming Empowerment,1
4530,Coffee Farming Empowerment,1
4531,Support for Local Enterprises,1
4532,leave allowance,1
4533,recreation allowance,1
4534,field employee allowance,1
4535,performance bonus,1
4536,phone credit programs,1
4537,travel expense reimbursement,1
4538,education allowance,1
4539,birth allowance,1
4540,work accident compensation,1
4541,bereavement benefits,1
4542,employee uniforms,1
4543,employee health coverage,1
4544,eyewear allowance,1
4545,homeownership assistance,1
4546,pension funds,1
4547,social security participation,1
4548,occupational health insurance,1
4549,work-related death insurance,1
4550,non-work-related death insurance,1
4551,spouse health insurance,1
4552,child health insurance,1
4553,religious pilgrimage leave,1
4554,severance pay,1
4555,geothermal operations,1
4556,educational programs,1
4557,community library development,1
4558,library facilities,1
4559,cultural education,1
4560,Economic Empowerment,1
4561,digital innovation for sustainability,1
4562,environmental and social strategy,1
4563,sustainable future,1
4564,credit loss allowances,1
4565,equity instrument repurchase handling,1
4566,equity instrument transaction neutrality,1
4567,financial instrument offsetting policy,1
4568,environmental costs in land development,1
4569,asset disposal policy,1
4570,tax expense recognition,1
4571,deferred tax accounting,1
4572,deferred tax benefits,1
4573,Tax assessment penalties,1
4574,Final tax obligations,1
4575,Borrowing costs,1
4576,Provisions,1
4577,operating segments,1
4578,fair value financial instruments,1
4579,credit risk evaluation,1
4580,mortality_rate,1
4581,financial reporting instability,1
4582,asset impairment assessment,1
4583,tax provisions,1
4584,Related party finances,1
4585,deferred tax,1
4586,tax credit,1
4587,tax assessments,1
4588,property risk management,1
4589,contract liabilities,1
4590,interest expenses,1
4591,asset disposition policies,1
4592,employee pensions,1
4593,employee financial liabilities,1
4594,discount_rate,1
4595,equity instrument valuation,1
4596,financial instrument modification policy,1
4597,financial liability derecognition,1
4598,financial liabilities classification,1
4599,toner waste,1
4600,environmental complaints management,1
4601,environmental expenditure,1
4602,Sustainability Reporting Quality,1
4603,employment opportunity equity,1
4604,accuracy,1
4605,truthfulness,1
4606,subsidiary ownership structure,1
4607,Tax compliance,1
4608,Financial reporting integrity,1
4609,masa manfaat aset tetap,1
4610,teknologi,1
4611,pengelolaan kredit,1
4612,risiko kredit,1
4613,inventory management,1
4614,income tax calculation,1
4615,allowance for credit losses,1
4616,impaired inventory management,1
4617,financial ratios,1
4618,Receivables Management,1
4619,Ownership Structure,1
4620,tax rate regulation,1
4621,discount rate,1
4622,salary rate,1
4623,Supply Chain,1
4624,overdue receivables exposure,1
4625,key management personnel,1
4626,financial reporting policies,1
4627,financial asset classification,1
4628,salary_increase,1
4629,Corporate transactions,1
4630,Paper Waste,1
4631,Supplier engagement,1
4632,subsidiary collaboration,1
4633,planting targets,1
4634,ecosystem management,1
4635,restorasi ekologis,1
4636,fire incidents,1
4637,peat ecosystem restoration,1
4638,peat management standards,1
4639,peat management training,1
4640,supply source composition,1
4641,supplier sustainability assessment,1
4642,supplier sustainability gaps,1
4643,ESG commitment,1
4644,SDGs alignment,1
4645,Sustainability commitment,1
4646,Supplier compliance,1
4647,tax amnesty,1
4648,Traceability,1
4649,smallholder engagement,1
4650,agricultural training,1
4651,agricultural support programs,1
4652,agricultural procurement,1
4653,transportation logistics,1
4654,equipment procurement,1
4655,food distribution,1
4656,education equity,1
4657,organic fertilizers,1
4658,agricultural counseling,1
4659,sustainable farming techniques,1
4660,agricultural skills development,1
4661,positive impacts,1
4662,high conservation value management,1
4663,indigenous community support,1
4664,conservation value,1
4665,Report comprehensiveness,1
4666,transactions with non-controlling interests,1
4667,related party transparency,1
4668,pengembangan kawasan urban,1
4669,buyback guarantee,1
4670,Deposit placement policy,1
4671,Payment fine enforcement,1
4672,Unit handover policy,1
4673,Advance payment and security deposit requirement,1
4674,Employee loan guarantee policy,1
4675,Related party receivables management,1
4676,Receivables monitoring,1
4677,Allowance for impairment,1
4678,Receivable aging analysis disclosure,1
4679,Financial asset exposure reporting,1
4680,foreign exchange hedging policy,1
4681,interest rate management,1
4682,fair value estimation,1
4683,short-term financial instrument valuation,1
4684,bonds payable valuation,1
4685,fair value hierarchy application,1
4686,re-pricing of financial instruments,1
4687,derivative hedging,1
4688,foreign currency risk management,1
4689,indirect emissions,1
4690,socioeconomic compliance,1
4691,Content completeness,1
4692,Clarity,1
4693,Information accessibility,1
4694,Stakeholder information needs,1
4695,Waste Management Cost,1
4696,AC refrigerants,1
4697,sustainability awareness programs,1
4698,technology adaptation,1
4699,Internal Control System,1
4700,Internal Control Enhancement,1
4701,Board Management,1
4702,Asset Management,1
4703,governance values,1
4704,internal control procedures,1
4705,internal control communication,1
4706,monitoring effectiveness,1
4707,internal control adequacy,1
4708,market risk (interest rate),1
4709,investment planning,1
4710,permit compliance,1
4711,dependency,1
4712,distribution network,1
4713,technology upskilling,1
4714,IT Infrastructure Upgrades,1
4715,material choice,1
4716,cable protection,1
4717,electrical safety,1
4718,board oversight,1
4719,compliance management,1
4720,risk optimization,1
4721,employee awareness and training,1
4722,cybersecurity standards implementation,1
4723,third-party security audits,1
4724,IT governance integration in corporate governance,1
4725,information integrity,1
4726,Decision-Making Process,1
4727,Executive Information System,1
4728,Cloud Technology Adoption,1
4729,Knowledge Management,1
4730,Internal Audit Competency Development,1
4731,Audit Implementation,1
4732,Audit Follow-up,1
4733,Conflict of interest,1
4734,Data security,1
4735,Internal Controls,1
4736,Independent Oversight,1
4737,Audit Effectiveness,1
4738,Vendor Management,1
4739,System Improvement,1
4740,Nomination Committee Governance,1
4741,Guidelines Implementation,1
4742,Governance Responsibilities,1
4743,Nomination Policies,1
4744,Performance Evaluation,1
4745,Capacity Building,1
4746,Candidate Proposals,1
4747,Nomination Process,1
4748,Policy Development,1
4749,Governance Accountability,1
4750,board competency development,1
4751,board member nomination process,1
4752,remuneration policy alignment,1
4753,remuneration structure balance,1
4754,annual remuneration policy review,1
4755,internal governance meetings,1
4756,executive compensation determination,1
4757,board engagement,1
4758,data accuracy,1
4759,audit committee collaboration,1
4760,audit quality standards,1
4761,compliance audits,1
4762,Cybersecurity,1
4763,Real-Time Monitoring,1
4764,business travel,1
4765,plastic materials in packaging,1
4766,SDG 16 integration into business strategy,1
4767,gender-based violence prevention,1
4768,organizational governance,1
4769,competency assessment,1
4770,HR development expenditure,1
4771,HR quality improvement,1
4772,local labor employment,1
4773,social sustainability programs,1
4774,collaboration with educational institutions,1
4775,sustainable education programs,1
4776,community development activities,1
4777,youth leadership development,1
4778,pton.305,1
4779,recyclable packaging,1
4780,recycled materials in packaging,1
4781,B2B Efficient Transfers,1
4782,marketing strategy,1
4783,reconditioned products,1
4784,shipping optimization,1
4785,employee/customer education,1
4786,customer/employee safety,1
4787,customer satisfaction assessment,1
4788,product quality assurance,1
4789,customer feedback mechanisms,1
4790,customer grievance resolution,1
4791,supplier relationship management,1
4792,sustainable forestry,1
4793,CO₂ reduction,1
4794,transportation emissions,1
4795,green spaces,1
4796,women's empowerment,1
4797,workplace safety and human rights,1
4798,ESG reporting practices,1
4799,operational efficiency and policy alignment,1
4800,Direct Consumer Sales,1
4801,Public Sector Access,1
4802,Direct Government Procurement,1
4803,customers,1
4804,partners,1
4805,shareholders,1
4806,government,1
4807,assets,1
4808,legal matters,1
4809,workplace environment,1
4810,penanganan pelaporan,1
4811, perlindungan pelapor,1
4812,laporan pelanggaran,1
4813,program kepemilikan saham,1
4814,pelaksanaan program saham,1
4815,kualifikasi pelamar,1
4816,Employee Allotment Criteria,1
4817,Employee Allotment Compliance,1
4818,Employment Eligibility Criteria,1
4819,Insider Trading Prevention,1
4820,Legal Compliance Framework,1
4821,Conflict of Interest Mitigation,1
4822,Policy Enforcement,1
4823,Ownership Disclosure Compliance,1
4824,Supply Chain Management,1
4825,Information Disclosure,1
4826,innovation in creative industry,1
4827,organizational values,1
4828,sustainability measurement and collaboration,1
4829,social commitment,1
4830,agricultural land management,1
4831,community food provision,1
4832,product satisfaction,1
4833,total assets and liabilities,1
4834,employee demographics,1
4835,shareholding structure,1
4836,operational area,1
4837,Sustainable Finance,1
4838,Workforce Competencies,1
4839,Financial Sustainability Issues,1
4840,Environmental Costs,1
4841,Sustainable Procurement,1
4842,Energy Usage,1
4843,spillage,1
4844,consumer equality,1
4845,public complaints,1
4846,sustainable finance products,1
4847,feedback response,1
4848,Agricultural Livelihoods,1
4849,control mechanisms,1
4850,contract fairness,1
4851,material misstatement risk assessment,1
4852,fraud risk in audits,1
4853,internal control assessment,1
4854,Governance structures,1
4855,human resources development,1
4856,employee equity,1
4857,employee potential development,1
4858,Governance Process Compliance,1
4859,Governance Implementation,1
4860,Stakeholder Appreciation,1
4861,Women's Empowerment,1
4862,Infrastructure,1
4863,sustainability vision and values,1
4864,social and environmental impacts,1
4865,waste and effluents reduction,1
4866,emission reductions,1
4867,soft skill and hard skill competency,1
4868,performance improvement,1
4869,employee performance evaluation,1
4870,non-discrimination in compensation,1
4871,zero accidents,1
4872,safety patrols,1
4873,standard operating procedures,1
4874,safety awareness training,1
4875,emergency preparedness,1
4876,fire safety training,1
4877,fire safety protocols,1
4878,internal OHS audits,1
4879,employee health insurance,1
4880,CSR Program Management,1
4881,community quality of life,1
4882,noise pollution,1
4883,CSR fund allocation,1
4884,CSR transparency,1
4885,cultural heritage,1
4886,materiality determination,1
4887,reporting scope,1
4888,environmental scope,1
4889,data transparency,1
4890,emission,1
4891,keterlibatan pemangku kepentingan,1
4892,kualitas data,1
4893,production quantity,1
4894,net profit or loss,1
4895,environmental-friendly products,1
4896,Education Support,1
4897,legal documentation,1
4898,economic circularity,1
4899,Customer Engagement,1
4900,Distributor Obligations,1
4901,Confidentiality Compliance,1
4902,Legal Disclosures,1
4903,Intellectual Property Rights,1
4904,payment terms,1
4905,customer service and product support,1
4906,marketing promotion,1
4907,tax refunds,1
4908,sustainability principles integration,1
4909,community responsibility,1
4910,electricity usage,1
4911,Public Relations Strategy,1
4912,Business Profitability,1
4913,Leadership Quality,1
4914,Leadership,1
4915,property development,1
4916,Strategic Partnerships,1
4917,social well-being,1
4918,eco-friendly technology adoption,1
4919,employee awareness,1
4920,innovation in sustainability,1
4921,stakeholder participation,1
4922,those impacted,1
4923,corporate targets,1
4924,carbon mitigation,1
4925,leadership in sustainable telecom,1
4926,transparency in reporting,1
4927,internal culture,1
4928,Business sustainability governance,1
4929,social development programs,1
4930,sales performance obligations,1
4931,distribution agreements,1
4932,business agreements,1
4933,legal compliance (export controls),1
4934,organizational membership,1
4935,Economic stimulation,1
4936,Community welfare,1
4937,Economic development,1
4938,Youth transportation support,1
4939,Youth sports achievements,1
4940,health services,1
4941,Support for small-scale farmers,1
4942,operational excellence,1
4943,customer relationships,1
4944,townships,1
4945,transportation access,1
4946,perencanaan ekologi,1
4947,ruang terbuka hijau,1
4948,kemanggilan lingkungan,1
4949,green areas allocation,1
4950,solar water heater usage,1
4951,sports facilities and community amenities,1
4952,access to public transportation,1
4953,employee comfort,1
4954,green building concept,1
4955,supply chain infrastructure,1
4956,urban planning,1
4957,indirect worker tracking,1
4958,Share Ownership,1
4959,Affiliation Disclosure,1
4960,consolidation principles,1
4961,equity transactions,1
4962,Financial transparency,1
4963,Child and forced labor prevention,1
4964,Employee turnover,1
4965,Diversity and inclusion,1
4966,Oversight enforcement,1
4967,asset leverage,1
4968,transactions,1
4969,capital investment,1
4970,public offering proceeds,1
4971,tax expenses,1
4972,code of conduct,1
4973,informasi penyaluran,1
4974,penyalurhan laba,1
4975,appoinment of independent auditor,1
4976,Board meeting frequency,1
4977,Joint meetings with Board of Commissioners,1
4978,Director attendance,1
4979,Internal controls and governance structure,1
4980,Governance meetings,1
4981,Conflict of interest prevention,1
4982,workforce count,1
4983,Governance standards compliance,1
4984,decision documentation,1
4985,committee governance,1
4986,performance management reports,1
4987,performance evaluation frequency,1
4988,board meeting participation,1
4989,shareholder independence,1
4990,nomination policy,1
4991,candidate identification,1
4992,Audit Committee governance,1
4993,location,1
4994,auditor assignment governance,1
4995,audit appointment and oversight,1
4996,strategic planning and accountability,1
4997,financial leverage,1
4998,cash reserves,1
4999,debt management strategy,1
5000,investment cash management,1
5001,community health services,1
5002,community food access,1
5003,local crop production,1
5004,agricultural development,1
5005,crop yield,1
5006,community self-sufficiency,1
5007,agricultural support,1
5008,local economic engagement,1
5009,agricultural education,1
5010,partnership development,1
5011,mutual benefit initiative,1
5012,affordable goods,1
5013,education quality,1
5014,learning equipment provision,1
5015,education equality,1
5016,clean water provision,1
5017,health education/training,1
5018,cadres support,1
5019,community assistance,1
5020,access to resources,1
5021,environmental maintenance,1
5022,government policy support,1
5023,Profit,1
5024,Profit for the Year,1
5025,Comprehensive Income,1
5026,Operating Cash Flow,1
5027,Investing Cash Flow,1
5028,Financing Cash Flow,1
5029,Cash Reserves,1
5030,audit result evaluation,1
5031,remuneration policy governance,1
5032,governance structure and independence,1
5033,balance sheet strength,1
5034,product quality standards,1
5035,building materials,1
5036,green ecological method compliance,1
5037,material durability,1
5038,earthquake resistance,1
5039,emergency response capabilities,1
5040,security infrastructure,1
5041,physical security measures,1
5042,health and safety monitoring,1
5043,operational safety protocols,1
5044,safety governance,1
5045,service equity,1
5046,environmental harmony,1
5047,environmental pillars,1
5048,carbon absorption,1
5049,natural lighting and ventilation,1
5050,green building materials,1
5051,waste decomposition,1
5052,non-renewable energy sources,1
5053,energy reporting scope,1
5054,fuel consumption reporting,1
5055,non-renewable energy use,1
5056,total energy consumption,1
5057,Tree Planting,1
5058,CO2 Absorption,1
5059,Water Quality Assurance,1
5060,waste processing,1
5061,livestock management,1
5062,workplace relationships,1
5063,safe working environment,1
5064,sustainable residential complexes,1
5065,board composition and nomination policies,1
5066,Human Capital Excellence,1
5067,remuneration and performance evaluation,1
5068,directors' development programs,1
5069,documentation and transparency,1
5070,information systems,1
5071,monitoring,1
5072,economic factors,1
5073,natural disasters,1
5074,land ownership,1
5075,Administrative Compliance,1
5076,Code of Conduct,1
5077,Ethical Conduct,1
5078,violation handling,1
5079,incident reporting,1
5080,anti-corruption policy compliance,1
5081,anti-corruption policy socialization,1
5082,shareholder voting procedures,1
5083,AGM attendance,1
5084,AGM minutes availability,1
5085,board commissioners diversity in skills and experience,1
5086,board size and decision effectiveness,1
5087,director diversity in skills and experience,1
5088,accounting and finance skills among board members,1
5089,work-related fatalities,1
5090,CSR beneficiaries,1
5091,Sustainable urban development,1
5092,Sustainability strategy,1
5093,Triple bottom line approach,1
5094,Healthy Business Growth,1
5095,Sustainable Environment,1
5096,pengaturanan octa prenyewaan,1
