"f-20","box-title","full-width","table","link-download href","table 2","link-download href 2","table 3","link-download href 3","table 4","link-download href 4","table 5","link-download href 5","table 6","link-download href 6","table 7","link-download href 7"
"BRNA","19 Mei 2026 |
								17:04","Berlina Tbk","BRNA - CHECKLIST 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/BRNA%20-%20CHECKLIST%202026.pdf","FinancialStatement-2026-I-BRNA.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/FinancialStatement-2026-I-BRNA.xlsx","Audit report PT BRNA Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/Audit%20report%20PT%20BRNA%20Q1%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/inlineXBRL.zip","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/instance.zip","FinancialStatement-2026-I-BRNA.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRNA/FinancialStatement-2026-I-BRNA.pdf","",""
"BRPT","30 April 2026 |
								17:14","Barito Pacific Tbk","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/instance.zip","BRPT Surat Pengantar LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/BRPT%20Surat%20Pengantar%20LK%2031%20Maret%202026.pdf","FinancialStatement-2026-I-BRPT.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/FinancialStatement-2026-I-BRPT.xlsx","BRPT Financial Statement 31 Maret 2026..pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/BRPT%20Financial%20Statement%2031%20Maret%202026..pdf","FinancialStatement-2026-I-BRPT.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/FinancialStatement-2026-I-BRPT.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRPT/inlineXBRL.zip","",""
"BRRC","30 April 2026 |
								21:06","PT Raja Roti Cemerlang Tbk","FINAL REPORT PT RAJAROTI CEMERLANG Tbk.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/FINAL%20REPORT%20PT%20RAJAROTI%20CEMERLANG%20Tbk.pdf","SPD LK 31 MARET 2025 PT RAJA ROTI CEMERLANG TBK.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/SPD%20LK%2031%20MARET%202025%20PT%20RAJA%20ROTI%20CEMERLANG%20TBK.pdf","FinancialStatement-2026-I-BRRC.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/FinancialStatement-2026-I-BRRC.pdf","FinancialStatement-2026-I-BRRC.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/FinancialStatement-2026-I-BRRC.xlsx","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/instance.zip","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BRRC/inlineXBRL.zip","",""
"BSBK","30 April 2026 |
								20:08","PT Wulandari Bangun Laksana Tbk","FinancialStatement-2026-I-BSBK.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/FinancialStatement-2026-I-BSBK.xlsx","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/instance.zip","Surat Pernyataan Direksi.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/Surat%20Pernyataan%20Direksi.pdf","FinancialStatement-2026-I-BSBK.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/FinancialStatement-2026-I-BSBK.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/inlineXBRL.zip","Laporan Keuangan BSBK Kuartal 1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSBK/Laporan%20Keuangan%20BSBK%20Kuartal%201%202026.pdf","",""
"BSIM","30 April 2026 |
								16:59","Bank Sinarmas Tbk","1. Lapkeu 31 Maret 2025 (OJK PPM).pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/1.%20Lapkeu%2031%20Maret%202025%20(OJK%20PPM).pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/inlineXBRL.zip","FinancialStatement-2026-I-BSIM.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/FinancialStatement-2026-I-BSIM.pdf","BSIM_LKTW I 2026_FINAL.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/BSIM_LKTW%20I%202026_FINAL.pdf","Surat Pernyataan Direksi - 31 Maret 2026 (1).pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/Surat%20Pernyataan%20Direksi%20-%2031%20Maret%202026%20(1).pdf","FinancialStatement-2026-I-BSIM.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/FinancialStatement-2026-I-BSIM.xlsx","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSIM/instance.zip"
"BSML","05 Mei 2026 |
								23:33","PT Bintang Samudera Mandiri Lines Tbk","FinancialStatement-2026-I-BSML.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/FinancialStatement-2026-I-BSML.pdf","030 - Surat Pengantar OJK - Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/030%20-%20Surat%20Pengantar%20OJK%20-%20Q1%202026.pdf","LK-Unaudited BSML-Q1-2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/LK-Unaudited%20BSML-Q1-2026.pdf","SPD - PT BSML Tbk Q1 2026.PDF","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/SPD%20-%20PT%20BSML%20Tbk%20Q1%202026.PDF","FinancialStatement-2026-I-BSML.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/FinancialStatement-2026-I-BSML.xlsx","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/instance.zip","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSML/inlineXBRL.zip"
"BSSR","30 April 2026 |
								16:17","Baramulti Suksessarana Tbk","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/inlineXBRL.zip","FinancialStatement-2026-I-BSSR.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/FinancialStatement-2026-I-BSSR.xlsx","BSSR - Surat Pengantar LK Q1 2026 (FINAL).pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/BSSR%20-%20Surat%20Pengantar%20LK%20Q1%202026%20(FINAL).pdf","FinancialStatement-2026-I-BSSR.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/FinancialStatement-2026-I-BSSR.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/instance.zip","BSSR - LK Q1 2026 (FINAL).pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/BSSR%20-%20LK%20Q1%202026%20(FINAL).pdf","BSSR BOD Statement 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSSR/BSSR%20BOD%20Statement%2031%20Maret%202026.pdf"
"BSWD","29 April 2026 |
								17:16","Bank of India Indonesia Tbk","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSWD/instance.zip","FinancialStatement-2026-I-BSWD.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSWD/FinancialStatement-2026-I-BSWD.pdf","FinancialStatement-2026-I-BSWD.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSWD/FinancialStatement-2026-I-BSWD.xlsx","Lap Keu Bank of India Indonesia 31 Mar 26.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSWD/Lap%20Keu%20Bank%20of%20India%20Indonesia%2031%20Mar%2026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BSWD/inlineXBRL.zip","","","",""
"BTEK","30 April 2026 |
								00:22","Bumi Teknokultura Unggul Tbk","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/inlineXBRL.zip","FinancialStatement-2026-I-BTEK.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/FinancialStatement-2026-I-BTEK.xlsx","PT BTEK - SPD LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/PT%20BTEK%20-%20SPD%20LK%2031%20Maret%202026.pdf","PT BTEK - LK Konsolidasian 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/PT%20BTEK%20-%20LK%20Konsolidasian%2031%20Maret%202026.pdf","FinancialStatement-2026-I-BTEK.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/FinancialStatement-2026-I-BTEK.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/instance.zip","BTEK - Penyampaian LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTEK/BTEK%20-%20Penyampaian%20LK%2031%20Maret%202026.pdf"
"BTON","29 April 2026 |
								16:35","Betonjaya Manunggal Tbk","FinancialStatement-2026-I-BTON.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTON/FinancialStatement-2026-I-BTON.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTON/inlineXBRL.zip","LAPKEU BJM 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTON/LAPKEU%20BJM%2031%20Maret%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTON/instance.zip","FinancialStatement-2026-I-BTON.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTON/FinancialStatement-2026-I-BTON.xlsx","","","",""
"BTPS","27 April 2026 |
								15:24","PT Bank BTPN Syariah Tbk.","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/inlineXBRL.zip","3. Penjelasan LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/3.%20Penjelasan%20LK%2031%20Maret%202026.pdf","FinancialStatement-2026-I-BTPS.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/FinancialStatement-2026-I-BTPS.pdf","4. BTPS - Bukti Publikasi Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/4.%20BTPS%20-%20Bukti%20Publikasi%20Q1%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/instance.zip","S.173 LK Interim dan Bukti Publikasi BTPS Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/S.173%20LK%20Interim%20dan%20Bukti%20Publikasi%20BTPS%20Q1%202026.pdf","FinancialStatement-2026-I-BTPS.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BTPS/FinancialStatement-2026-I-BTPS.xlsx"
"BUAH","28 April 2026 |
								18:49","PT Segar Kumala Indonesia Tbk","FinancialStatement-2026-I-BUAH.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/FinancialStatement-2026-I-BUAH.pdf","Surat Pernyataan Direksi.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/Surat%20Pernyataan%20Direksi.pdf","Final Report SKI Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/Final%20Report%20SKI%20Maret%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/inlineXBRL.zip","Penjelasan atas kenaikan (penurunan).pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/Penjelasan%20atas%20kenaikan%20(penurunan).pdf","FinancialStatement-2026-I-BUAH.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/FinancialStatement-2026-I-BUAH.xlsx","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/BUAH/instance.zip"
